CODIGO,ES_VENDEDOR,ES_COMPRADOR,FECHA_INICIO,URL,NOMBRE,MUNICIPIO_CODIGO
https://www.mercadolibre.com.co/perfil/ATOTHEZIZZLE,0,1,"",https://www.mercadolibre.com.co/perfil/ATOTHEZIZZLE,ATOTHEZIZZLE,null
https://www.mercadolibre.com.co/perfil/ATUESTA101,0,1,"",https://www.mercadolibre.com.co/perfil/ATUESTA101,ATUESTA101,null
https://www.mercadolibre.com.co/perfil/ATV MOTORSMTR,0,1,"",https://www.mercadolibre.com.co/perfil/ATV MOTORSMTR,ATV MOTORSMTR,null
https://www.mercadolibre.com.co/perfil/ATV_91,0,1,"",https://www.mercadolibre.com.co/perfil/ATV_91,ATV_91,null
https://www.mercadolibre.com.co/perfil/AUDIOANDRES,0,1,"",https://www.mercadolibre.com.co/perfil/AUDIOANDRES,AUDIOANDRES,null
https://www.mercadolibre.com.co/perfil/AUDIOVISUALESRUBEN,0,1,"",https://www.mercadolibre.com.co/perfil/AUDIOVISUALESRUBEN,AUDIOVISUALESRUBEN,null
https://www.mercadolibre.com.co/perfil/AUDREYBOTERO,0,1,"",https://www.mercadolibre.com.co/perfil/AUDREYBOTERO,AUDREYBOTERO,null
https://www.mercadolibre.com.co/perfil/AUGROMARA,0,1,"",https://www.mercadolibre.com.co/perfil/AUGROMARA,AUGROMARA,null
https://www.mercadolibre.com.co/perfil/AUGUSTO CANO,0,1,"",https://www.mercadolibre.com.co/perfil/AUGUSTO CANO,AUGUSTO CANO,null
https://www.mercadolibre.com.co/perfil/AUGUSTOBUELVAS,0,1,"",https://www.mercadolibre.com.co/perfil/AUGUSTOBUELVAS,AUGUSTOBUELVAS,null
https://www.mercadolibre.com.co/perfil/AUGUSTODEJESUSSOTOGIRALDO,0,1,"",https://www.mercadolibre.com.co/perfil/AUGUSTODEJESUSSOTOGIRALDO,AUGUSTODEJESUSSOTOGIRALDO,null
https://www.mercadolibre.com.co/perfil/AUGUSTOHERNANDEZMORA,0,1,"",https://www.mercadolibre.com.co/perfil/AUGUSTOHERNANDEZMORA,AUGUSTOHERNANDEZMORA,null
https://www.mercadolibre.com.co/perfil/AUGUSTOHERNANDO,0,1,"",https://www.mercadolibre.com.co/perfil/AUGUSTOHERNANDO,AUGUSTOHERNANDO,null
